stabf,g4,g3,g2,g1,p4,p3,p2,p1,tau4,tau3,tau2,tau1
0,0.856806892,0.205816419,0.207463278,0.679584203,-0.529476759,-0.923180487,-1.456645999,2.909303244,8.005209145,2.470635507,6.758730028,5.609537952
1,0.327741963,0.29512882,0.210511714,0.289589769,-0.835426991,-1.649149518,-1.50051429,3.985090799,7.502733362,0.807476221,9.521785185,8.153697365
0,0.300166178,0.963270471,0.530268937,0.087443999,-0.941172987,-1.878710634,-0.756514781,3.576398401,7.179702022,7.550562512,1.724218142,1.117591006
0,0.516578891,0.403081554,0.34482564,0.348689888,-1.934378547,-0.916537431,-1.652007652,4.50292363,7.540435516,4.390311891,7.901784458,9.375151155
1,0.147902526,0.698384937,0.90354351,0.914784001,-0.904510231,-1.435684599,-1.285692535,3.625887365,3.921271685,7.216005435,2.857230863,0.545112591
0,0.138845383,0.635002716,0.983760534,0.416765635,-1.533372341,-1.181908855,-0.642758916,3.358040112,6.036596433,2.764250293,6.413492592,0.883704677
0,0.65871077,0.500177465,0.181691218,0.700730108,-1.12147214,-0.616872426,-0.738199817,2.476544384,8.464226223,6.564890882,1.876316293,5.448017683
1,0.360165744,0.654351585,0.145180348,0.314139578,-0.977699759,-1.714555407,-1.247697971,3.939953137,7.792539731,1.433031958,3.245410522,3.533244916
0,0.93821659,0.541153576,0.060765484,0.62230298,-1.068353961,-1.083793164,-0.701566602,2.853713727,7.578270718,8.389271441,6.139586557,3.663692355
0,0.787649865,0.495867354,0.989992243,0.492806349,-1.967560777,-1.101592763,-0.695284443,3.764437984,8.018674971,0.582689992,9.244047078,9.476457063
0,0.597689263,0.711097759,0.693880774,0.355940455,-0.565049289,-1.087525818,-1.35892457,3.011499676,7.543790467,3.875801104,7.591995627,2.416488545
0,0.105964441,0.964857026,0.596623145,0.34171801,-1.860845688,-0.655204417,-1.727900119,4.243950224,3.759932281,6.34070177,7.975740895,4.493304175
0,0.827561211,0.920652446,0.063443123,0.974232143,-1.606773466,-0.922505016,-1.044582298,3.57386078,2.981489398,4.927713151,1.051265293,4.829544184
1,0.581140977,0.311931772,0.482956801,0.43658074,-1.652373146,-1.410209064,-1.814806065,4.877388275,1.22460494,4.043297179,7.036877638,2.529985207
0,0.156724342,0.291455852,0.146047237,0.895725442,-0.949251665,-1.864663233,-0.585889878,3.399804776,2.470657513,3.500138372,2.532900539,8.059581156
0,0.969257959,0.167391751,0.262161845,0.892489947,-1.453755894,-0.873228539,-0.704547642,3.031532075,9.467737898,8.245125732,9.28935422,6.351699815
1,0.951476902,0.914736081,0.281405751,0.106530392,-0.981118806,-0.596017545,-1.725123826,3.302260177,0.783743259,4.840807337,4.7943196,7.740791366
1,0.207344504,0.743221136,0.55340211,0.675263982,-0.539630646,-1.006910535,-1.844830672,3.391371853,2.549512959,1.973656651,3.954087467,2.491639808
0,0.358784127,0.967317622,0.2755032,0.997190966,-1.506272353,-0.920572567,-0.620498647,3.047343567,2.130969429,7.896934119,9.00077907,3.938078791
0,0.619742847,0.323365606,0.702422078,0.999937073,-0.648689453,-1.655013381,-1.917378073,4.221080906,5.051270659,7.153584493,4.696284939,9.153400414
1,0.878416134,0.582189251,0.230870357,0.08716303,-1.946643664,-1.587964199,-1.304916142,4.839524005,4.662388843,0.722692343,6.470722898,9.995375211
1,0.424964096,0.413028625,0.405545074,0.288939883,-0.784613733,-1.088064309,-1.293618475,3.166296516,6.37457649,2.053660775,8.925016093,4.764216533
0,0.878369886,0.797073798,0.614688816,0.114695452,-1.074217891,-1.293492589,-1.404008893,3.771719373,3.203186196,9.56573604,4.151669329,5.19381285
0,0.591502322,0.901644837,0.878737814,0.645046309,-1.58211245,-1.259312576,-1.613269234,4.45469426,1.179133484,9.371506569,4.988924788,7.06774173
1,0.540014567,0.740778323,0.355800083,0.105733735,-1.207551701,-0.844844529,-0.506915842,2.559312072,5.318665173,2.694210782,9.304855095,9.385849299
0,0.945104061,0.95705476,0.982776233,0.562012444,-1.695124959,-1.55732715,-1.236053214,4.488505323,4.331007533,3.001306585,2.51810909,5.034591453
1,0.892900871,0.117407577,0.29490638,0.462051122,-0.925239796,-1.306434228,-1.774922243,4.006596266,2.592211256,4.084424432,5.431668113,3.765258083
0,0.133881657,0.592502135,0.056479937,0.847254781,-0.860448118,-1.395558584,-1.64273843,3.898745131,4.654306687,5.861781733,3.896474367,6.195987931
1,0.101173394,0.288029123,0.699439837,0.07114935,-0.729410332,-0.748427948,-0.917745123,2.395583404,2.23168835,3.060623726,7.593630385,9.835117372
0,0.487588113,0.517556736,0.937953589,0.832318199,-0.801384347,-0.852532843,-0.770216651,2.424133841,2.822637484,0.90799159,9.885167901,9.335412649
1,0.381306203,0.135861625,0.324954321,0.892151483,-0.624211883,-0.80111305,-1.194525901,2.619850834,1.724739451,6.289436092,5.681497536,2.755360868
0,0.273903917,0.903931664,0.526361776,0.742731035,-1.06755572,-0.857474874,-1.824088798,3.749119392,4.914454995,0.672170429,5.152052656,5.024066551
1,0.531637141,0.494013536,0.127143889,0.512956442,-1.149283475,-1.391978115,-1.460844024,4.002105613,2.551355944,3.716206132,3.456206945,4.556375189
1,0.204480709,0.561367789,0.244574292,0.515657566,-1.546413693,-1.869258998,-1.495345091,4.911017782,8.540944656,8.609085117,1.550436907,1.698974457
1,0.428506424,0.17526069,0.523211924,0.070421238,-0.571039035,-1.549165232,-1.392348721,3.512552987,6.41320315,7.518922029,0.959418262,7.357986224
0,0.48281462,0.957551568,0.463417624,0.885736499,-0.716475416,-0.945332681,-1.541889299,3.203697397,5.144753668,8.43070866,3.284330012,6.991845247
0,0.766968062,0.967464766,0.177591924,0.93113287,-1.74348494,-1.548650471,-1.726842175,5.018977585,3.429103776,2.860676331,2.741330267,8.252702646
0,0.48207657,0.9143871,0.960346922,0.904639055,-1.702045773,-1.062329136,-0.97153793,3.73591284,3.841292485,7.501149899,9.992243578,0.653577713
1,0.063445612,0.763107773,0.403342489,0.055458394,-1.302429795,-0.966929075,-1.913769047,4.183127917,5.950606402,2.951362627,4.271203641,6.657209704
1,0.50017506,0.82823384,0.713397347,0.566572302,-0.793578581,-0.595727823,-1.080028625,2.469335029,5.935383773,0.818953793,2.80753283,5.531422192
0,0.341544407,0.765990416,0.747717462,0.585392384,-0.878426393,-1.706488215,-1.877653454,4.462568062,3.736699301,4.578672302,4.714672597,4.876976143
0,0.845350028,0.31341894,0.678016074,0.912488774,-1.685333416,-1.37794868,-1.748935545,4.812217641,9.824097221,1.823075129,0.97837754,9.403587407
0,0.535851137,0.658956248,0.461592519,0.990355339,-1.345628067,-0.738982748,-1.123112328,3.207723143,7.630014586,6.36990416,3.989501235,7.307412816
1,0.556006343,0.136657215,0.676601366,0.733362541,-1.941241685,-1.789197263,-1.641870294,5.372309242,9.213323922,9.491157109,0.897186129,4.937534207
0,0.973695666,0.605649653,0.595731056,0.248343414,-1.451747233,-0.688458117,-1.245211056,3.385416406,9.262886207,5.384812372,7.726925977,6.900436729
0,0.704863209,0.215873723,0.470875966,0.666483802,-0.688150047,-0.752854205,-1.180308474,2.621312725,9.791886355,5.552306279,5.481990053,5.823822707
0,0.149729113,0.928656827,0.08931545,0.563603821,-0.571758473,-1.411683265,-1.370353854,3.353795592,8.387246521,6.278160346,5.003932363,5.44314977
0,0.623119549,0.514612332,0.806035807,0.922763442,-1.558738881,-1.010125585,-1.414361409,3.983225876,6.00431411,2.203564893,8.768856612,2.821838734
0,0.974869634,0.976409995,0.284432382,0.409132079,-1.631055564,-1.079774021,-0.883260027,3.594089612,4.988708837,6.78009836,9.663076821,6.481686317
1,0.945368373,0.460146341,0.596747069,0.463984089,-1.256066227,-1.635532543,-1.569268322,4.460867091,1.773872022,4.642554141,1.830625397,7.414950406
1,0.564756027,0.275093281,0.190413553,0.560356831,-1.175717811,-1.14045168,-1.53565197,3.851821461,8.657039238,3.74098478,5.808403996,0.67202878
0,0.796214095,0.409753373,0.362602421,0.122203954,-1.868785218,-1.181466987,-1.033770102,4.084022307,4.854401848,6.756397371,8.416076745,2.89685834
1,0.511413952,0.086617678,0.209449516,0.315203711,-1.179657547,-1.141850257,-1.607878841,3.929386644,5.734264035,6.325340168,5.559533323,3.062804731
0,0.3507623,0.978739285,0.206537981,0.364546338,-1.854277108,-1.791819303,-0.991324452,4.637420863,7.96290724,8.331191045,9.637571998,8.56963188
1,0.386194501,0.577011928,0.18155263,0.210933986,-0.685238706,-0.752934148,-0.655347516,2.09352037,1.295484323,4.641323859,7.836239387,2.415959391
0,0.660156195,0.238880681,0.923594204,0.908352828,-1.621224381,-0.953566121,-1.039236273,3.614026775,8.433948526,3.874282862,8.804027958,1.220072381
0,0.338829853,0.12216008,0.519682855,0.376193242,-0.927190046,-0.864610041,-1.907085693,3.69888578,9.840099846,6.864794314,9.461026043,4.819231364
0,0.371473309,0.878774397,0.58503302,0.671361734,-0.977425051,-1.000065815,-1.515319141,3.492810007,1.237511586,6.74237111,6.528152379,2.246323221
0,0.82301905,0.254617677,0.194788341,0.835553014,-1.830842526,-0.912759469,-1.101537064,3.84513906,8.896033778,5.597418567,5.356285434,7.279119266
1,0.371326018,0.268054843,0.875940484,0.452030773,-1.057732807,-1.691826605,-0.598127966,3.347687378,4.569334228,5.407998533,3.606438568,0.87884944
0,0.436844897,0.095074606,0.124452458,0.863714025,-1.145631752,-1.344211778,-1.026621533,3.516465063,8.357703196,4.138878239,1.65856339,8.44190177
1,0.513474595,0.92126439,0.718031402,0.651476059,-0.54257456,-0.992904457,-1.810348404,3.34582742,5.323366428,6.890909369,0.95139592,1.381276235
0,0.833115665,0.673576079,0.36326166,0.942590439,-1.57996546,-1.928073493,-1.470300526,4.978339479,4.509209463,1.680898809,9.816925011,4.341950305
0,0.334242662,0.812652518,0.66119365,0.931594732,-0.645368192,-0.702925547,-0.942156704,2.290450443,6.42938461,8.530756414,3.038416659,6.40813832
1,0.095680681,0.332458797,0.532615897,0.35632287,-0.669517705,-1.725068425,-1.18067834,3.57526447,9.354071575,0.670789648,6.727588828,4.578607775
0,0.89454508,0.426764762,0.935540846,0.777805121,-1.733893975,-1.728051986,-1.518922444,4.980868405,4.451261351,6.208865175,4.900412472,8.895117826
1,0.469156066,0.740634349,0.461357441,0.370243556,-1.477223635,-1.051197237,-1.572298964,4.100719837,8.629684656,3.147404521,3.743758843,3.042753243
1,0.161211995,0.240805764,0.314393267,0.282625684,-1.968542528,-1.280706754,-1.155776223,4.405025505,5.609404393,6.912213647,4.943523109,1.358926765
0,0.456275193,0.944987303,0.804133262,0.32487019,-0.592094568,-0.883351696,-0.664328158,2.139774423,9.817401505,2.940019646,6.562277623,1.388593291
1,0.495671101,0.21785602,0.394674091,0.293596239,-1.497408773,-1.81847409,-0.930708396,4.24659126,6.811762349,5.924250016,2.845008807,9.935151967
1,0.838056623,0.38807926,0.362515101,0.122364501,-1.509654547,-1.306878722,-0.790691382,3.607224651,1.950242282,6.080205639,9.493562709,4.85268782
1,0.712623624,0.355672161,0.468294927,0.947661693,-0.923946408,-1.679894579,-1.967133697,4.570974685,7.463042946,0.772376736,7.666176087,1.559423988
0,0.539138228,0.109883596,0.501403071,0.310931635,-1.709234827,-0.576148911,-0.652732947,2.938116684,5.13587278,1.726556893,4.872062403,8.089857321
0,0.062843157,0.680771458,0.877389578,0.322698646,-1.261437172,-0.700293382,-1.982768964,3.944499517,4.047044531,5.938740294,9.475096108,4.159878222
1,0.050983856,0.932566589,0.550580159,0.41518656,-1.691188296,-1.700193723,-1.300701316,4.692083334,4.928007856,3.158878583,3.559499452,9.462069815
0,0.129204307,0.299816179,0.983927552,0.733452016,-0.95991087,-0.676065394,-1.727116326,3.36309259,2.733618169,6.389115799,6.979859521,3.964843079
1,0.115726991,0.515090521,0.077735515,0.759431846,-1.385617556,-1.4047312,-1.098099839,3.888448595,0.786192388,5.372937332,7.435635816,4.546938703
0,0.546642894,0.95443224,0.287597925,0.857951529,-1.063216604,-1.543609789,-0.644395892,3.251222284,2.030369912,6.139356055,5.108670128,6.239984266
0,0.935566827,0.976502468,0.66772356,0.972334517,-1.700112209,-1.523798868,-1.988578261,5.212489338,6.672914451,2.247678542,2.151579158,0.868450479
0,0.489264577,0.307647126,0.464522091,0.898969567,-0.840207459,-1.98967139,-1.248328962,4.078207811,3.986003605,4.504934015,6.896079448,8.938290636
0,0.617273869,0.514826563,0.698533018,0.059366308,-0.682114902,-1.28476376,-0.672117569,2.638996232,2.78149674,9.617132141,8.800082505,6.600143278
1,0.255056494,0.664907797,0.185490741,0.124252239,-0.938855704,-1.205509468,-1.965285321,4.109650493,9.860134846,0.850327352,6.710019544,1.526585098
0,0.878604903,0.699832502,0.580783373,0.698342099,-1.137898343,-0.624962894,-1.779268613,3.54212985,2.928871775,9.654604789,8.02059047,2.247961425
1,0.288713105,0.275202218,0.086710965,0.877464177,-0.688918638,-1.035923087,-1.59375706,3.318598786,8.534621558,4.59035947,4.24189962,2.519550374
0,0.767824018,0.668962676,0.33302521,0.490765102,-0.583964734,-1.170350409,-1.002402431,2.756717574,2.411941884,6.126889764,8.154205251,9.528206487
0,0.757999074,0.958075466,0.828982418,0.809492922,-0.998294272,-0.627210921,-1.466513797,3.092018989,8.494493252,6.44906869,3.66099513,7.556960611
1,0.563130006,0.737806092,0.377970679,0.386012629,-1.385048595,-1.042159468,-1.895125425,4.322333488,1.491813878,2.60323674,1.062879204,8.504026049
0,0.472885339,0.087603717,0.820404658,0.275951889,-0.617556441,-1.32308876,-1.725424803,3.666070003,7.014622545,2.449654319,6.103086347,9.127377376
0,0.22745749,0.444815476,0.593806518,0.970509347,-1.652614044,-1.027069383,-0.541790463,3.22147389,8.688489638,7.08652428,8.15837494,1.759715289
0,0.993196822,0.180489297,0.58720794,0.473743416,-1.331652122,-0.80743904,-0.660178806,2.799269968,9.254471464,8.513372122,9.144191849,8.982504307
1,0.563026232,0.436798272,0.191807116,0.141371726,-0.589491914,-0.971503973,-1.029778838,2.590774726,3.164015332,6.588486355,8.995978087,1.34636386
0,0.122903863,0.93789205,0.802706667,0.872517293,-1.810698905,-1.795616572,-0.608424008,4.214739485,2.118172617,3.408493473,9.64811932,9.498208356
0,0.885244404,0.293051463,0.609002697,0.55146552,-1.432875247,-1.599270541,-1.669734107,4.701879896,4.92381992,7.935546003,9.342747327,8.584470007
1,0.47304624,0.690616449,0.575643091,0.218214178,-1.093367854,-1.134774503,-1.903886247,4.132028604,1.13206076,3.43682419,8.398311203,9.566453429
0,0.071116333,0.523174029,0.413048643,0.733123972,-1.303527559,-0.551742424,-1.434827383,3.290097367,2.327067276,4.009807567,7.787204395,4.430218849
0,0.91907996,0.54464802,0.822373123,0.498018162,-1.423771586,-1.974251953,-1.884146244,5.282169783,9.007813898,3.339985965,5.300351507,2.980547227
0,0.319935956,0.432253666,0.607866349,0.770750753,-1.826800028,-1.348952151,-1.74191747,4.917669648,5.332458412,9.476378851,4.26947911,2.528840031
1,0.414601311,0.880352053,0.577679901,0.228857347,-1.38391284,-0.544257143,-1.782737634,3.710907617,0.512047836,4.22517105,3.315535379,7.673652587
1,0.307094201,0.782697495,0.797661695,0.28469918,-1.1615851,-0.893677399,-1.237095948,3.292358447,1.569817077,1.6376475,1.991381115,3.659312612
,0.592130119,0.382258527,0.574325857,0.464093855,-0.82817192,-0.883855497,-1.750142492,3.462169909,5.421908265,8.769510527,4.540757038,2.913862199
1,0.709687616,0.393442599,0.631349179,0.397471013,-0.9372456,-1.015684615,-0.862502535,2.81543275,3.490563666,5.808789356,0.997782944,3.616300074
1,0.633485475,0.883784699,0.682640222,0.855175814,-1.156959926,-0.76440392,-0.557204652,2.478568498,8.78718962,4.563208242,3.00821873,0.901156636
0,0.528470654,0.524817728,0.578243695,0.451545906,-1.984279147,-0.839552313,-0.551139407,3.374970868,2.963161546,2.129477302,9.501709952,7.884530972
1,0.286267667,0.621780957,0.816980748,0.28667371,-0.515997759,-1.230552931,-1.406159242,3.152709933,1.579795763,5.776966116,1.620336355,0.712268081
0,0.78556,0.824981894,0.837427545,0.382244152,-1.292439546,-1.807114736,-1.964126419,5.063680701,5.929156015,9.016905396,7.512687123,4.084130326
1,0.064874778,0.095480509,0.375882218,0.126425003,-1.063038819,-0.692505892,-0.829726539,2.58527125,3.596721557,5.101422859,4.122434049,4.539841968
1,0.063503891,0.384072903,0.252678915,0.39047605,-0.513277226,-0.87012828,-1.187474416,2.570879922,9.750085142,8.759361559,0.622624331,0.551105186
0,0.950733376,0.160066449,0.453891479,0.384245097,-1.408447687,-0.946177422,-1.095326415,3.449951525,9.144086083,8.125086499,7.615942737,8.662182692
0,0.059575761,0.92392008,0.417192103,0.517958846,-1.788093083,-1.98988079,-1.175775564,4.953749438,2.302505377,9.144144424,6.527593279,9.318170728
0,0.064264142,0.686197929,0.653187239,0.75394229,-1.362791481,-1.829488062,-1.840109957,5.0323895,2.088309012,1.666703652,7.204521421,8.303524324
0,0.142430087,0.77257799,0.521519265,0.159018251,-1.567024704,-0.586224166,-0.938502518,3.091751388,1.902322396,6.859139225,7.961453389,6.658476057
0,0.421909315,0.767063208,0.345901727,0.460688872,-0.837885032,-1.92299502,-1.250626797,4.011506849,1.73732677,4.931338131,6.995724243,3.199519949
0,0.331008302,0.791293024,0.263692389,0.994966091,-1.352385244,-1.714172249,-1.132926321,4.199483814,6.891094143,0.960391075,5.759142998,9.193082704
0,0.841746115,0.70146425,0.247969279,0.247523435,-1.937483048,-1.117767467,-0.67249507,3.727745585,4.213741943,6.180226547,8.768409253,7.148839788
1,0.144359712,0.764351546,0.192522668,0.522710884,-1.341007422,-1.662769395,-0.8528062,3.856583017,6.100865989,3.432419274,1.272158709,7.360390178
0,0.257479515,0.093717863,0.566563784,0.921319274,-1.085680809,-1.930123005,-1.596590598,4.612394412,9.595038021,6.826051087,8.460243434,8.362083748
1,0.454411061,0.139865202,0.836522633,0.05232323,-1.646169912,-0.658256426,-1.976181236,4.280607574,2.367729955,7.812401278,8.107401938,0.533819193
0,0.887660894,0.439105837,0.366519918,0.670062032,-1.313290606,-1.897387343,-1.058503372,4.26918132,8.850793635,7.636104004,9.948824933,5.687781067
1,0.869940708,0.187863425,0.728776476,0.779914282,-1.780617853,-1.834591331,-0.80208657,4.417295753,7.329411152,7.112668094,3.305065934,0.863565969
0,0.052614209,0.291222045,0.912286616,0.208128314,-1.360113113,-1.991537394,-1.689256053,5.040906561,3.037696583,6.507756424,8.215651657,6.77532311
0,0.975113094,0.986171266,0.734173167,0.856968514,-0.709030567,-1.558248933,-0.807534021,3.074813521,9.30126987,5.495083902,5.962799058,6.510215306
0,0.180812256,0.787140252,0.964675488,0.43074117,-0.928663474,-0.70911081,-1.943778093,3.581552377,7.499883944,8.604711085,4.656433391,3.097512387
1,0.564021891,0.193633598,0.629703411,0.077881587,-1.756813986,-0.578952891,-1.328547328,3.664314205,5.248343747,1.201176296,4.478102263,4.26117143
0,0.300864923,0.675984783,0.893505903,0.93008042,-1.88430796,-0.928940219,-0.817283247,3.630531427,3.806497281,0.729839144,3.692898414,8.607369705
0,0.157142723,0.631744132,0.246895263,0.931758574,-1.435682069,-1.715885172,-0.54884384,3.70041108,8.299390586,3.019235191,6.876014103,9.667987944
0,0.509764147,0.994838292,0.116557583,0.437458318,-0.746120651,-0.538393736,-1.49712906,2.781643447,8.68098484,3.347823987,6.794054217,3.590198781
0,0.882624536,0.738437029,0.783924171,0.229359055,-1.128165833,-0.802107304,-0.546668041,2.476941178,4.096250778,9.865696004,2.69259054,7.285813893
0,0.749405394,0.271883847,0.644931354,0.187341808,-0.7354548,-0.678783728,-1.871740727,3.285979255,8.839209742,5.391207006,7.432741763,5.379932319
0,0.447497528,0.112805682,0.245152269,0.974873191,-1.599985454,-0.676477675,-1.108457155,3.384920284,9.735912421,3.374926664,3.552506473,9.871395877
0,0.531742978,0.06360942,0.528384624,0.688513124,-0.657020306,-0.992794986,-1.633869367,3.283684659,8.359273968,7.630713482,1.995203204,4.737879516
1,0.75169213,0.177305845,0.908039335,0.139219638,-0.858136933,-1.418184376,-0.936708382,3.21302969,1.448116636,1.03239552,0.617329872,1.35579243
0,0.973179694,0.27151317,0.899458398,0.306194034,-1.584312895,-1.515422452,-1.325579151,4.425314498,4.98065858,6.908979027,4.286358347,1.72547838
0,0.582284222,0.415073064,0.394976076,0.753595449,-1.235691548,-1.815438868,-1.805650071,4.856780488,6.933144095,1.812241379,2.775215183,3.696988986
1,0.093712389,0.562859515,0.762817778,0.132260289,-1.754204126,-0.869415428,-0.83617082,3.459790374,4.617660728,1.090875541,3.601030068,8.42562297
0,0.670162796,0.316422356,0.623844422,0.557745476,-1.653511865,-0.74000589,-1.216753339,3.610271094,1.821436112,3.55593679,4.833985828,3.568751803
1,0.706438589,0.590070782,0.751080723,0.751738297,-1.964002232,-1.945942176,-0.730861258,4.640805666,2.31772809,0.652798942,7.324727257,2.467652607
0,0.814965956,0.541043838,0.606615995,0.463429547,-0.903931792,-0.655435665,-0.727559391,2.286926847,2.966503757,5.460732123,4.050599523,9.337715365
0,0.083512451,0.803522913,0.649401303,0.783585652,-1.75179109,-1.665354006,-1.713568117,5.130713213,2.431349011,6.843349816,2.368622098,3.644019961
1,0.611144176,0.70770001,0.326642738,0.265161026,-1.308568241,-1.887023359,-1.327550817,4.523142417,4.962559486,0.882452973,7.212959074,5.303623053
0,0.780729974,0.593540634,0.476111251,0.179435624,-1.703759717,-1.490387059,-0.769079277,3.963226053,3.431177331,6.656305318,4.438699507,9.477312753
1,0.344271756,0.324483437,0.057734955,0.896199639,-1.587857772,-1.330396284,-1.249403469,4.167657525,6.887750118,6.641399674,8.163160643,3.118560199
1,0.606375384,0.229964978,0.852845867,0.857291889,-0.894966815,-1.212884438,-1.39947808,3.507329333,9.864097906,1.818199801,1.869438632,4.387806962
1,0.612852366,0.503475522,0.231993997,0.275305047,-1.996797285,-0.978825965,-1.482423803,4.458047053,1.922097484,4.109001262,8.927211729,4.226588989
0,0.913128931,0.927352292,0.212600054,0.085438422,-1.38453114,-1.143873778,-1.714361273,4.242766192,3.680549739,5.863262639,7.193238779,7.989167532
0,0.969500737,0.192770247,0.403545629,0.684466476,-0.857680709,-1.900068402,-1.372677506,4.130426617,3.153452971,6.72877109,0.831522891,4.710738199
0,0.471243476,0.889689152,0.578358816,0.63657074,-1.122499984,-1.747957225,-0.774547757,3.645004967,6.387791806,1.30985284,4.832927578,9.845326721
0,0.668981278,0.632963004,0.200846483,0.489566536,-1.695894865,-0.794831336,-1.520677687,4.011403887,8.874230398,2.183402145,9.608339371,9.227086947
0,0.655187713,0.537702816,0.500553576,0.851594893,-1.940430119,-0.767231721,-1.17498338,3.882645221,9.8668525,5.36333133,8.466297078,1.416108597
0,0.449032716,0.336640783,0.670932097,0.601661087,-1.246343029,-0.511882504,-1.671384101,3.429609634,7.487678209,9.081328193,7.30969186,0.807105447
1,0.070360495,0.500587467,0.197535697,0.215641974,-1.326224901,-0.565964951,-1.828796162,3.720986014,1.482670492,4.368763653,9.166514508,4.393680476
1,0.378361182,0.773918459,0.365809468,0.248216092,-1.223500171,-1.688185224,-0.805811703,3.717497099,7.349195599,8.754209766,0.515264384,1.743852002
0,0.497478292,0.547220999,0.549223604,0.425161448,-0.663767779,-0.510802766,-0.980257407,2.154827953,2.319456242,9.456534883,7.073023939,8.004350918
0,0.085342454,0.861538298,0.807980903,0.818275395,-1.1607579,-1.299932652,-0.512337702,2.973028253,8.376615789,1.041485579,5.364490515,7.024556586
0,0.384606389,0.747585025,0.937082169,0.634603555,-1.28190993,-0.998049636,-0.921699172,3.201658738,6.085033725,0.793628052,3.648466229,2.518130998
1,0.815740744,0.473148007,0.636582942,0.073904662,-1.149402491,-0.64514837,-1.156490122,2.951040983,2.408526581,6.214133615,2.114509917,3.329312646
0,0.3584899,0.417910748,0.822860364,0.890792029,-0.699805062,-1.673172174,-1.934591936,4.307569171,8.195327748,9.602001255,9.421492882,6.32884759
1,0.372884471,0.417650178,0.113269491,0.672900874,-1.882290386,-0.990924004,-0.724911714,3.598126104,4.563666533,2.509574303,7.846789137,2.834818111
0,0.108891929,0.22240009,0.870307635,0.368682237,-1.682712852,-1.779251898,-1.561347103,5.023311853,6.696442616,9.953791332,9.314760221,6.558036362
1,0.463295731,0.174226345,0.637259017,0.390029386,-0.824740713,-1.403610959,-0.888742977,3.117094649,9.27665077,7.258151359,5.074526367,1.775022513
0,0.461091336,0.560559381,0.457143498,0.864101437,-1.268991161,-1.447648463,-1.613675526,4.33031515,9.662851244,3.788889895,7.768239819,8.210178511
0,0.563823926,0.940619366,0.500327816,0.54621737,-1.671903299,-0.726581378,-0.91103502,3.309519697,8.946149381,6.361275367,8.161864817,7.095286489
0,0.347974221,0.294272578,0.334112871,0.527737953,-1.8958614,-1.006755121,-0.531531646,3.434148167,8.406364259,5.449573923,7.099692416,3.454659917
1,0.186055184,0.321471091,0.263863835,0.080755434,-1.211684052,-1.796205335,-1.400026945,4.407916332,3.763171989,9.417360149,5.604498824,3.275340822
0,0.093992311,0.94384653,0.629275991,0.199841573,-1.221679147,-1.708404259,-0.767466345,3.697549751,4.320224159,7.62154728,7.843717668,7.058420196
0,0.43930478,0.433201348,0.590545318,0.913827312,-1.511080357,-1.409797155,-1.63442948,4.555306992,1.495915079,7.757315982,7.935369669,3.929167431
1,0.182905104,0.07204747,0.287098671,0.133780427,-0.629330999,-0.501092439,-1.857532068,2.987955506,3.549129575,2.416393341,9.669109955,2.660815538
0,0.373792436,0.517104497,0.625552086,0.447837307,-1.007398795,-1.695198665,-0.701075265,3.403672724,3.882340308,6.57563317,6.215146968,1.548507973
0,0.135907114,0.312916935,0.882692294,0.75142611,-1.122814422,-1.748309829,-0.625413032,3.496537282,2.63470938,7.805560033,7.170187137,5.48902319
1,0.166358164,0.584615687,0.151271502,0.055693455,-1.007724968,-1.357391682,-1.368048628,3.733165278,6.391218643,7.519596523,4.710672672,5.056618051
0,0.793919972,0.931414584,0.714811677,0.39095102,-1.258175117,-1.009588657,-1.20208534,3.469849114,8.008479145,7.684574469,9.769039712,9.917157163
0,0.83346259,0.643125351,0.257178656,0.630171761,-1.594736217,-0.73105476,-0.818228955,3.144019931,7.77702505,0.58795124,4.553064113,9.647838314
0,0.645041328,0.636044429,0.925969197,0.355276795,-0.59545242,-1.109057253,-1.689513489,3.394023162,5.559894256,7.42236896,8.434277918,3.611119183
0,0.656163022,0.942931445,0.208083712,0.449610911,-1.579720493,-1.322066705,-1.320746226,4.222533424,6.254406584,5.845662046,5.711872785,5.11563262
1,0.164781881,0.085044787,0.576155713,0.621185152,-1.914370282,-1.143655332,-0.954133596,4.01215921,2.441471538,9.948607325,1.457115685,6.212105565
0,0.688328044,0.66549913,0.961828437,0.336107527,-1.535629238,-1.265981988,-0.823507164,3.62511839,7.258735955,6.607144211,8.362437867,8.845752215
0,0.106057458,0.591762688,0.347950897,0.160843184,-1.96042906,-0.825520389,-0.576022002,3.361971451,4.97026727,7.426696124,9.66627326,6.836981949
1,0.272523984,0.240049111,0.280702459,0.793456548,-0.884651528,-1.012641737,-1.487700249,3.384993514,5.578313193,2.671386211,7.935927682,1.8030519
0,0.207031795,0.600062008,0.220273757,0.607435978,-1.7258575,-1.288988014,-0.879152259,3.893997773,5.299948981,4.168968051,3.86861314,5.853764335
0,0.322903294,0.922985268,0.653904074,0.393450849,-0.625255347,-1.122555556,-1.25654675,3.004357654,7.489349114,7.23961652,1.409432952,6.535746451
0,0.480073466,0.999436972,0.572660161,0.840678576,-1.241867331,-1.22294141,-0.811216822,3.276025563,3.388494959,5.837742667,6.557860897,9.170185383
1,0.082757729,0.737101234,0.433675963,0.352067243,-1.900351383,-1.515591612,-1.790174892,5.206117887,3.739111383,0.52835951,5.993048591,7.984341221
